county,org_name,org_url,phone,address,map_url,pay_detail,this_week,next_week,next_2_week,next_3_week,in_4_weeks,edit_date,teleconsultation,has_quota
新竹市,理心潛能心理諮商所,www.drleec3.com,0933357785,新竹市食品路177巷23號,https://www.google.com.tw/maps/place/新竹市食品路177巷23號,無,1,1,1,0,3,2026/01/06,true,true
新竹市,杜華心苑心理諮商所,https://www.dowdslove.url.tw/,03-5736178,新竹市東區新光路83號,https://www.google.com.tw/maps/place/新竹市東區新光路83號,掛號費平日200元  假日400元,3,3,3,0,9,2026/01/06,true,true
新竹市,若竹心理諮商所,https://www.bamboo-counseling.com/,03-5166186,新竹市東區大學路81巷3號2樓,https://www.google.com.tw/maps/place/新竹市東區大學路81巷3號2樓,掛號費600元,4,4,6,0,14,2026/01/05,false,true
新竹市,心悠然心理成長中心心理治療所,www.relief-journey.com,0911350039,新竹市東區東大路一段132號4樓之二,https://www.google.com.tw/maps/place/新竹市東區東大路一段132號4樓之二,無,3,3,3,0,9,2026/01/06,false,true
新竹市,能清安欣診所,http://www.provenceclinic.com.tw/clinic.htm,03-5357600,新竹市東區光華街29號,https://www.google.com.tw/maps/place/新竹市東區光華街29號,掛號費300元,0,0,0,0,0,2026/01/05,false,false
新竹市,雲起心理治療所,http://ycpsycenter.com.tw,0978479875,新竹市自由路67號7樓之2,https://www.google.com.tw/maps/place/新竹市自由路67號7樓之2,無,0,0,0,0,0,2026/01/05,false,false
新竹市,蛹之生心理諮商所,https://www.morph.com.tw/,0968-070-620,新竹市東區關東里光復路一段268巷9弄1號1-2樓,https://www.google.com.tw/maps/place/新竹市東區關東里光復路一段268巷9弄1號1-2樓,無,0,0,0,0,0,2026/01/05,false,false
新竹市,林正修診所,https://linzhengxiuzhensuo.webnode.tw/aboutdlpc/, 03-516 6746,新竹市新光路38號,https://www.google.com.tw/maps/place/新竹市新光路38號,掛號費200元(114年1月1日起調整為250元),0,0,0,0,0,2026/01/05,false,false
新竹市,椿心理諮商所,chauhueyw@yahoo.com.tw,0900643707,新竹市東區東大路1段50號1樓,https://www.google.com.tw/maps/place/新竹市東區東大路1段50號1樓,行政處理費400元,0,0,0,0,0,2026/01/05,false,false
新竹市,聊癒之森身心診所,https://healingoasis119.com/,03-5721925,新竹市東區金城三路119號1樓,https://www.google.com.tw/maps/place/新竹市東區金城三路119號1樓,心理評估與掛號費 400元,0,0,0,0,0,2026/01/05,false,false
新竹市,光合心理諮商所,https://khpsy.com/,0900755940,新竹市東區民生路193號11樓,https://www.google.com.tw/maps/place/新竹市東區民生路193號11樓,掛號費200元,0,0,0,0,0,2026/01/05,false,false
新竹市,新竹沛智心理治療所,https://www.facebook.com/hsinchupeichih,03-5799969,新竹市東區慈雲路105號,https://www.google.com.tw/maps/place/新竹市東區慈雲路105號,無,0,0,0,0,0,2026/01/05,false,false
新竹市,馬大元診所,https://mdycliniccom.wordpress.com/,03-5794698,新竹市東區龍山里光復路一段544巷36號1樓,https://www.google.com.tw/maps/place/新竹市東區龍山里光復路一段544巷36號1樓,無,0,0,0,0,0,2026/01/05,false,false
新竹市,寬心自在心理諮商所,https://www.openmind-counseling-center.com/,03-5426695,新竹市東大路二段3號3樓,https://www.google.com.tw/maps/place/新竹市東大路二段3號3樓,18歲以上成人-掛號費200元18歲以下青少年-掛號費400元,0,0,0,0,0,2026/01/05,true,false
新竹市,國泰醫療財團法人新竹國泰綜合醫院,https://hsinchu.cgh.org.tw/,03-5278999,新竹市中華路二段678號,https://www.google.com.tw/maps/place/新竹市中華路二段678號,掛號費200元,0,0,0,0,0,2026/01/05,false,false
新竹市,晨境語言暨心理治療所,https://www.facebook.com/morning20230901,0921569487,新竹市北區北大路180號4樓,https://www.google.com.tw/maps/place/新竹市北區北大路180號4樓,無,0,0,0,0,0,2026/01/05,false,false
新竹市,米羅藝術心理諮商所,https://sites.google.com/view/milocat/%E9%A6%96%E9%A0%81,03-6101732,新竹市東區明湖路420巷22號,https://www.google.com.tw/maps/place/新竹市東區明湖路420巷22號,無,0,0,0,0,0,2026/01/05,false,false
新竹市,新竹馬偕紀念醫院,https://www.hc.mmh.org.tw/,03-6889595,新竹市東區光復路二段690號,https://www.google.com.tw/maps/place/新竹市東區光復路二段690號,掛號費150+部份負擔370,0,0,0,0,0,2026/01/05,false,false
新竹市,森光聆角心理諮商所,,0932513525,新竹市東區埔頂一路195號,https://www.google.com.tw/maps/place/新竹市東區埔頂一路195號,行政處理費400元,0,0,0,0,0,2026/01/05,false,false
