county,org_name,org_url,phone,address,map_url,pay_detail,this_week,next_week,next_2_week,next_3_week,in_4_weeks,edit_date,teleconsultation,has_quota
新竹縣,益鼎升心理諮商所,https://www.helping.org.tw,0931421391;03-6220303;03-6220305,新竹縣寶山鄉雙豐二街75號1樓,https://www.google.com.tw/maps/place/新竹縣寶山鄉雙豐二街75號1樓,無,10,10,0,0,20,2025/08/18,true,true
新竹縣,青空心理治療所,https://www.aozorapsyclinic.com,0972-512295,新竹縣竹北市六家五路一段335、337號,https://www.google.com.tw/maps/place/新竹縣竹北市六家五路一段335、337號,行政處理費400元,1,2,2,3,8,2025/09/01,true,true
新竹縣,臺北榮民總醫院新竹分院,https://org.vghtpe.gov.tw/vhct/,03-5962134#623,新竹縣竹東鎮中豐路一段81號,https://www.google.com.tw/maps/place/新竹縣竹東鎮中豐路一段81號,掛號費180元,4,4,4,0,12,2025/08/26,false,true
新竹縣,安立身心診所,,03-6577622,新竹縣竹北市莊敬北路78號1樓,https://www.google.com.tw/maps/place/新竹縣竹北市莊敬北路78號1樓,民眾每次需自付200元掛號費,2,2,2,0,6,2025/08/26,false,true
新竹縣,培靈醫療社團法人關西醫院,https://peiling.kooco.co/,03-5476399,新竹縣關西鎮石門33之1號,https://www.google.com.tw/maps/place/新竹縣關西鎮石門33之1號,無,0,0,0,0,0,尚未更新,false,false
新竹縣,心園心理治療所,https://www.mind-garden.org/doctor_1.aspx,03-5506375,新竹縣竹北市勝利八街二段111號,https://www.google.com.tw/maps/place/新竹縣竹北市勝利八街二段111號,400掛號費,0,0,0,0,0,2025/09/02,false,false
新竹縣,寬心自在心理諮商所(竹北所),https://www.openmind-counseling-center.com/,03-5426695,新竹縣竹北市中正東路213號2樓,https://www.google.com.tw/maps/place/新竹縣竹北市中正東路213號2樓,18歲以上成人-掛號費200元18歲以下青少年-掛號費400元,0,0,0,0,0,尚未更新,false,false
新竹縣,台齡身心診所,http://www.tlwu.tw,35586857,新竹縣竹北市文信路376號,https://www.google.com.tw/maps/place/新竹縣竹北市文信路376號,無,0,0,0,0,0,尚未更新,false,false
新竹縣,心璞藝術心理諮商所,https://www.xinpu-counseling.com/,03-6685726,新竹縣竹北市光明六路東二段48號,https://www.google.com.tw/maps/place/新竹縣竹北市光明六路東二段48號,無,0,0,0,0,0,尚未更新,false,false
新竹縣,理路嵐天心理諮商所,https://www.facebook.com/Leeloolanlan/,03-5290015,新竹縣寶山鄉雙豐二街25巷6號2樓,https://www.google.com.tw/maps/place/新竹縣寶山鄉雙豐二街25巷6號2樓,無,0,0,0,0,0,尚未更新,false,false
新竹縣,智諭潛能發展心理治療所,www.zhiyutherapy.com,03-6571550,新竹縣竹北市科大二街49號1樓,https://www.google.com.tw/maps/place/新竹縣竹北市科大二街49號1樓,無,0,0,0,0,0,2025/08/20,false,false
新竹縣,星晴心理治療所,https://www.xinching-psy.com,03-6578690,新竹縣竹北市光明六路東二段268號,https://www.google.com.tw/maps/place/新竹縣竹北市光明六路東二段268號,掛號費 200 元,0,0,0,0,0,2025/08/22,false,false
新竹縣,拾光心理諮商所,https://lightsinyou.com/,03-5583800,新竹縣竹北市文信路23號1樓,https://www.google.com.tw/maps/place/新竹縣竹北市文信路23號1樓,無,0,0,0,0,0,尚未更新,true,false
新竹縣,六竹診所,https://www.hexa-health.com.tw/,03-5505550,新竹縣竹北市嘉豐二街一段48號1樓,https://www.google.com.tw/maps/place/新竹縣竹北市嘉豐二街一段48號1樓,掛號費200元自付額50元,0,0,0,0,0,尚未更新,false,false
新竹縣,沐光心理諮商所,https://enlightening-cc.com/,03-6578521,新竹縣竹北市成功11街150號2樓,https://www.google.com.tw/maps/place/新竹縣竹北市成功11街150號2樓,行政費500保證金600(結案後退回),0,0,0,0,0,尚未更新,true,false
新竹縣,中國醫藥大學新竹附設醫院,https://www.cmu-hch.cmu.edu.tw/,03-5580558分機1158,新竹縣竹北市興隆路一段199號,https://www.google.com.tw/maps/place/新竹縣竹北市興隆路一段199號,掛號費260元,0,0,0,0,0,尚未更新,false,false
新竹縣,天主教仁慈醫療財團法人仁慈醫院,https://www.mercy.org.tw/,03-5993500,新竹縣湖口鄉忠孝路29號,https://www.google.com.tw/maps/place/新竹縣湖口鄉忠孝路29號,掛號費150元,0,0,0,0,0,尚未更新,false,false
