county,org_name,org_url,phone,address,map_url,pay_detail,this_week,next_week,next_2_week,next_3_week,in_4_weeks,edit_date,teleconsultation,has_quota
宜蘭縣,喜悅心理諮商所,https://portaly.cc/joycounseling,0975216206,宜蘭縣五結鄉鎮安村舊街一路110巷10號,https://www.google.com.tw/maps/place/宜蘭縣五結鄉鎮安村舊街一路110巷10號,無,3,2,0,0,5,2025/08/29,false,true
宜蘭縣,雨後心理治療所,https://www.facebook.com/rainorshineclinic,03-9657998,宜蘭縣五結鄉台興路96號1樓,https://www.google.com.tw/maps/place/宜蘭縣五結鄉台興路96號1樓,平日白天9:00-17:00免費，夜間17:00後及週六週日行政處理費400元,0,0,0,0,0,尚未更新,false,false
宜蘭縣,伴心理諮商所,https://www.accmentalhealth.com/,0975-087710,宜蘭縣礁溪鄉仁愛路11巷5號,https://www.google.com.tw/maps/place/宜蘭縣礁溪鄉仁愛路11巷5號,無,0,0,0,0,0,尚未更新,true,false
宜蘭縣,聊癒心理諮商所,https://www.facebook.com/talkingtherapycounseling,0930121253,宜蘭縣羅東鎮康莊路42號,https://www.google.com.tw/maps/place/宜蘭縣羅東鎮康莊路42號,400元(行政與場地費用),0,0,0,0,0,尚未更新,true,false
宜蘭縣,臺北榮民總醫院員山分院,https://org.vghtpe.gov.tw/ysvh/,03-9222141,宜蘭縣員山鄉內城村榮光路386號,https://www.google.com.tw/maps/place/宜蘭縣員山鄉內城村榮光路386號,掛號費,0,0,0,0,0,尚未更新,false,false
宜蘭縣,臺北榮民總醫院蘇澳分院,https://org.vghtpe.gov.tw/savh/,03-9905106,宜蘭縣蘇澳鎮蘇濱路一段301號,https://www.google.com.tw/maps/place/宜蘭縣蘇澳鎮蘇濱路一段301號,掛號費,0,0,0,0,0,尚未更新,false,false
宜蘭縣,享受美光心理治療所,,0939504295,宜蘭市黎明三路329巷55弄11號,https://www.google.com.tw/maps/place/宜蘭市黎明三路329巷55弄11號,無,0,0,0,0,0,尚未更新,false,false
宜蘭縣,永恩心理諮商所,FB:永恩心理諮商所,0976-026667,宜蘭市中山路一段660號,https://www.google.com.tw/maps/place/宜蘭市中山路一段660號,無,0,0,0,0,0,尚未更新,true,false
宜蘭縣,馨家心理治療所,FB：馨家心理治療所LINE:@300wfmhu,0963621858,宜蘭市民權新路340號一樓,https://www.google.com.tw/maps/place/宜蘭市民權新路340號一樓,無,0,0,0,0,0,尚未更新,true,false
宜蘭縣,國立陽明交通大學附設醫院,https://www.hosp.nycu.edu.tw/,03-9325192,宜蘭縣宜蘭市新民路152號,https://www.google.com.tw/maps/place/宜蘭縣宜蘭市新民路152號,掛號費(依身分別收取),0,0,0,0,0,尚未更新,false,false
宜蘭縣,宜然自得心理諮商所,FB粉絲團「宜然自得心理諮商所」,03-9109776,宜蘭縣礁溪鄉和平路16巷1號,https://www.google.com.tw/maps/place/宜蘭縣礁溪鄉和平路16巷1號,無,0,0,0,0,0,2025/08/19,true,false
宜蘭縣,立心理諮商所,https://reurl.cc/1bolLp,0908-166-003,宜蘭縣五結鄉二結路370號2樓,https://www.google.com.tw/maps/place/宜蘭縣五結鄉二結路370號2樓,無,0,0,0,0,0,尚未更新,true,false
宜蘭縣,五餅二魚身心科診所,https://hisworkclinic.com/,(03)9550705,宜蘭縣羅東鎮林森路154-1號,https://www.google.com.tw/maps/place/宜蘭縣羅東鎮林森路154-1號,400元（行政與場地費用）,0,0,0,0,0,尚未更新,false,false
宜蘭縣,海天醫院,https://hiten.pixnet.net/blog/post/30897934,(03)9308010,宜蘭縣壯圍鄉古亭路23-9號,https://www.google.com.tw/maps/place/宜蘭縣壯圍鄉古亭路23-9號,無,0,0,0,0,0,尚未更新,false,false
