county,org_name,org_url,phone,address,map_url,pay_detail,this_week,next_week,next_2_week,next_3_week,in_4_weeks,edit_date,teleconsultation,has_quota
桃園市,新晴心理諮商所,https://www.happymind.url.tw,0928-889882,桃園市中壢區中北路二段119號12樓之六,https://www.google.com.tw/maps/place/桃園市中壢區中北路二段119號12樓之六,掛號費200元，行政處理費200元,4,10,10,0,24,2025/09/02,false,true
桃園市,尚語身心診所,https://www.listenerclinic.tw/,03-4512180,桃園市中壢區忠孝路62號,https://www.google.com.tw/maps/place/桃園市中壢區忠孝路62號,行政管理費 400元,5,5,5,5,20,2025/09/01,false,true
桃園市,衛生福利部桃園療養院,https://www.typc.mohw.gov.tw/,03-3698553分機2301-2308,桃園市桃園區龍壽街71號,https://www.google.com.tw/maps/place/桃園市桃園區龍壽街71號,掛號費150元,2,2,3,0,7,2025/08/27,true,true
桃園市,拾心元心理諮商所,https://sites.google.com/view/takeheart2023,03-2202182,桃園市桃園區中山路703號2樓之2,https://www.google.com.tw/maps/place/桃園市桃園區中山路703號2樓之2,無,2,2,0,0,4,2025/08/21,false,true
桃園市,澈心理諮商所,https://beche202311.com/,03-3579128,桃園市桃園區同德二街160號之2-3樓,https://www.google.com.tw/maps/place/桃園市桃園區同德二街160號之2-3樓,無,10,10,10,10,40,2025/09/01,true,true
桃園市,振心身心診所,https://www.inspireclinic.com.tw/,03-3376868,桃園市桃園區中山北路57號1樓,https://www.google.com.tw/maps/place/桃園市桃園區中山北路57號1樓,掛號費200元,0,1,0,0,1,2025/08/23,false,true
桃園市,四葉草心理治療所,,0963-080526,桃園市桃園區中正路1048號6樓,https://www.google.com.tw/maps/place/桃園市桃園區中正路1048號6樓,無,4,0,0,0,4,2025/08/15,false,true
桃園市,柏樂診所,https://happypoclinic.blogspot.com/,（03）4560208,桃園市中壢區中山東路二段37號1樓,https://www.google.com.tw/maps/place/桃園市中壢區中山東路二段37號1樓,掛號費230元,1,1,2,0,4,2025/08/30,false,true
桃園市,敏盛綜合醫院,https://www.e-ms.com.tw/,033179599,桃園市桃園區經國路168號,https://www.google.com.tw/maps/place/桃園市桃園區經國路168號,無,1,1,1,1,4,2025/09/01,false,true
桃園市,薰喆心理治療所,https://www.shiunjer.com/,0933-720139,桃園市桃園區中埔一街107號1樓,https://www.google.com.tw/maps/place/桃園市桃園區中埔一街107號1樓,行政費400元,5,5,5,5,20,2025/09/01,false,true
